userid	timestamp	arm_pool
450	1262300400000	[153, 1104, 10999, 7263, 961, 4803, 10248, 4330, 2312, 1094, 17823, 1835, 4167, 14467, 18142, 11115, 1210, 2162, 3154, 12890, 2196, 481, 18529, 1716, 14529]
638	1254348000000	[1369, 4169, 12771, 17673, 3057, 11650, 10283, 7707, 11455, 18691, 16516, 1832, 11716, 16818, 4998, 14546, 3493, 13418, 9127, 13563, 10211, 11164, 8595, 860, 70]
1420	1233442800000	[1632, 14520, 1915, 16714, 15388, 7908, 7316, 2116, 590, 4314, 1134, 2478, 8347, 13507, 2909, 2969, 4074, 522, 2029, 2326, 18668, 11024, 8843, 17419, 10719]
1228	1207000800000	[11181, 3897, 1478, 5292, 1777, 2485, 6442, 14315, 15574, 3275, 16330, 9222, 17420, 16427, 5132, 11164, 6960, 5497, 10761, 12137, 7326, 10535, 12713, 2253, 16787]
652	1262300400000	[6241, 16239, 5546, 1835, 148, 3603, 11264, 6987, 15963, 18717, 7452, 3089, 5901, 5353, 8840, 1632, 17278, 2435, 12909, 1457, 295, 12915, 18356, 6900, 4125]
694	1212271200000	[3676, 10386, 11756, 17509, 15889, 1865, 7768, 18281, 7298, 12958, 16992, 1030, 8, 6532, 14056, 316, 11024, 3108, 15137, 4102, 13002, 3511, 18235, 6654, 14749]
1515	1283292000000	[2801, 15860, 17620, 10132, 6199, 4287, 3028, 7570, 993, 5226, 12004, 1942, 12915, 16022, 2591, 2385, 15763, 18152, 506, 13474, 15466, 13994, 6117, 9027, 161]
1530	1212271200000	[7515, 17180, 7166, 16660, 11669, 17584, 11588, 2106, 7956, 4113, 8157, 9966, 18543, 8730, 14122, 4786, 524, 7075, 5836, 5075, 4916, 2084, 15606, 15521, 17167]
1587	1293836400000	[1943, 12137, 2060, 11712, 17522, 3400, 18094, 1469, 10396, 3205, 17520, 3249, 14246, 2239, 11223, 3813, 6397, 4946, 11386, 5107, 4361, 8302, 13536, 14532, 16868]
1617	1293836400000	[565, 1270, 3071, 7298, 3024, 9209, 4447, 2253, 12303, 17167, 14963, 526, 8069, 1821, 6312, 16902, 14662, 5092, 8250, 2534, 13957, 1461, 415, 2829, 15283]
510	1199142000000	[1673, 6782, 7892, 4753, 13435, 6232, 1523, 3334, 9014, 12055, 15466, 2782, 505, 10984, 12285, 2853, 4019, 8141, 14032, 7251, 10608, 13244, 1600, 5682, 6004]
461	1235862000000	[3213, 16388, 3024, 16634, 6963, 1964, 16695, 2427, 9964, 11641, 4043, 11686, 3695, 13162, 4178, 17634, 15362, 10776, 14052, 7066, 16563, 12197, 11191, 9299, 400]
248	1204326000000	[5176, 15360, 9671, 13634, 10143, 11052, 870, 3545, 7903, 14260, 13307, 6290, 17113, 18422, 7938, 7360, 5499, 14578, 1911, 13445, 170, 8380, 17675, 1275, 1189]
1228	1209592800000	[59, 17211, 17189, 8605, 912, 5095, 8266, 18627, 10967, 13680, 17531, 718, 7781, 2618, 13056, 17079, 17424, 17389, 12112, 5218, 4490, 2029, 3992, 8343, 10169]
461	1235862000000	[7685, 9644, 11483, 8230, 15378, 12172, 1378, 10512, 856, 17520, 466, 4082, 14465, 8837, 7634, 12028, 13319, 5258, 8420, 1708, 5105, 11238, 4934, 12153, 1619]
995	1225494000000	[97, 2778, 11080, 9481, 4996, 834, 1182, 1263, 7015, 14252, 1522, 6875, 8329, 8936, 5424, 1691, 9455, 5580, 15952, 12400, 11600, 6344, 8551, 7166, 2263]
783	1293836400000	[14227, 9495, 14942, 15365, 7832, 1630, 15984, 4118, 12816, 14367, 5418, 15894, 15119, 11036, 6010, 11669, 12898, 4003, 434, 7860, 2646, 10309, 7128, 15720, 18624]
973	1264978800000	[859, 13813, 11486, 11554, 3477, 5238, 8670, 3139, 13957, 17913, 9361, 46, 5736, 11676, 18384, 13498, 12814, 14687, 11521, 13341, 6763, 9873, 6812, 13686, 3965]
29	1296514800000	[1001, 5561, 17333, 7427, 8572, 16364, 8804, 7263, 17373, 2457, 858, 11126, 7537, 14654, 16778, 4855, 606, 16239, 2107, 10745, 6824, 7969, 7044, 4589, 4331]
867	1191189600000	[203, 13945, 8120, 17361, 2871, 1757, 7121, 11833, 15194, 7938, 7793, 6728, 2633, 3637, 13317, 8992, 12014, 10961, 9436, 15564, 19, 2312, 3598, 14372, 4309]
132	1175378400000	[325, 11276, 10597, 9873, 1630, 8837, 782, 7455, 3343, 7098, 3208, 10401, 2613, 6711, 17187, 11963, 5845, 16909, 12023, 1758, 11291, 15732, 13065, 10896, 3188]
689	1243807200000	[978, 18224, 3038, 12713, 6706, 2439, 15599, 5971, 4703, 4717, 15531, 11302, 7877, 17331, 15920, 11717, 18127, 14020, 1825, 9569, 1452, 5433, 4284, 17490, 3882]
248	1233442800000	[18460, 9166, 11806, 12392, 7562, 9555, 3718, 16947, 1525, 15045, 860, 16002, 2195, 11033, 11482, 4555, 18012, 10194, 14122, 7203, 2107, 7550, 391, 3559, 12747]
1084	1264978800000	[562, 678, 14966, 13253, 2925, 7574, 11638, 3451, 12505, 14488, 1501, 1347, 6890, 4753, 5250, 14937, 8983, 17945, 4708, 3347, 16889, 4746, 16622, 13271, 15389]
642	1291158000000	[288, 4075, 14071, 2887, 14508, 4088, 10925, 15599, 4713, 2046, 1861, 14005, 5309, 10390, 13587, 7228, 3948, 13637, 16109, 3306, 10171, 17787, 5190, 17562, 6466]
1074	1243807200000	[12956, 4724, 10641, 5020, 2263, 17048, 14651, 12370, 8349, 4074, 15640, 2844, 4287, 17191, 17294, 18108, 6081, 4741, 789, 5992, 18127, 18671, 11537, 16192, 1964]
1155	1254348000000	[13598, 8141, 1251, 2194, 7455, 1546, 9840, 2493, 467, 8188, 10088, 11345, 14457, 4779, 490, 3686, 17239, 2966, 7505, 9752, 844, 6308, 16249, 3147, 888]
1007	1293836400000	[721, 4060, 10619, 8439, 12359, 17488, 10343, 179, 4131, 7727, 12976, 10658, 15513, 3432, 3239, 6694, 5807, 4082, 18243, 14628, 9770, 9290, 8852, 4880, 4620]
45	1275343200000	[289, 17531, 3258, 346, 6546, 7832, 13830, 13165, 4377, 5447, 11239, 6958, 9595, 1525, 15454, 10436, 1788, 4686, 11112, 8679, 4625, 11483, 11432, 12512, 10992]
1116	1222812000000	[1826, 1238, 279, 7074, 7458, 657, 11, 14943, 1573, 5936, 16493, 5069, 17385, 7855, 10074, 16639, 12351, 727, 13686, 10799, 2253, 18243, 4850, 1385, 7194]
899	1207000800000	[8014, 4793, 6521, 17760, 3046, 143, 11031, 5629, 10101, 16639, 11765, 3624, 783, 4686, 7470, 4088, 2123, 70, 5302, 2106, 11033, 196, 16313, 1909, 9888]
1399	1209592800000	[197, 15641, 9659, 4936, 278, 808, 3255, 7167, 7603, 8950, 7470, 17167, 14666, 4670, 10193, 11592, 5901, 14457, 8684, 3554, 5947, 6397, 12736, 7433, 4896]
440	1283292000000	[288, 4805, 1602, 17010, 8268, 4352, 11138, 9601, 7730, 14838, 3629, 1812, 4691, 5054, 576, 3576, 9595, 12023, 1241, 9564, 15160, 16340, 15593, 1023, 1239]
41	1291158000000	[2312, 1984, 15801, 3043, 17890, 4873, 8966, 8302, 17059, 12127, 7611, 2569, 9601, 409, 18597, 8119, 4535, 6014, 18042, 1800, 4134, 9361, 16792, 6232, 15218]
1155	1267398000000	[1848, 13075, 18267, 1888, 2681, 2101, 18384, 14200, 7221, 14871, 3088, 9414, 5985, 9893, 5562, 5043, 18042, 3725, 1777, 14735, 3544, 6074, 17121, 13890, 1632]
206	1225494000000	[12322, 7737, 1343, 13201, 733, 2738, 8354, 12661, 13012, 349, 6122, 7991, 16709, 17478, 5871, 5236, 1723, 12172, 9596, 3731, 3739, 7249, 12711, 13269, 9096]
652	1177970400000	[735, 12956, 8014, 17835, 12392, 6010, 3554, 15119, 3764, 7064, 1349, 7261, 3154, 1537, 12992, 13087, 18267, 9914, 6353, 10719, 6967, 10460, 9028, 3531, 9663]
1116	1254348000000	[246, 402, 17485, 6747, 9568, 17361, 16547, 4036, 349, 13890, 179, 5348, 5139, 3788, 17634, 11061, 18681, 2996, 2196, 10719, 1302, 6504, 11629, 17530, 17226]
984	1183240800000	[8291, 14690, 12442, 1376, 9144, 11463, 9970, 8822, 7221, 1776, 5793, 2085, 13223, 4742, 6348, 7, 2439, 2127, 1270, 6987, 12943, 2681, 3115, 10941, 14200]
530	1277935200000	[12976, 10883, 11033, 12528, 4894, 10629, 11284, 11005, 2795, 18288, 4361, 17121, 4638, 6764, 15283, 17349, 3973, 3299, 328, 2196, 4266, 9382, 4130, 15229, 10831]
1544	1280613600000	[5237, 355, 4168, 2458, 8642, 15785, 17231, 7604, 7531, 3770, 160, 17704, 12825, 3544, 17961, 8198, 7293, 12164, 18233, 8729, 12992, 3142, 13587, 856, 214]
1323	1280613600000	[11352, 9325, 14347, 8690, 14483, 14896, 7058, 8010, 11441, 10195, 3003, 13813, 17535, 6203, 3092, 3568, 17604, 11171, 7094, 16735, 17673, 8820, 5453, 6128, 6329]
543	1214863200000	[15610, 3765, 3440, 14870, 3414, 11116, 18717, 16695, 17344, 239, 7523, 1821, 548, 18030, 15636, 14818, 5109, 11174, 18183, 8820, 2305, 6717, 8212, 5226, 3360]
1010	1228086000000	[1892, 6706, 160, 1702, 3981, 366, 14838, 6161, 6889, 15424, 15766, 9343, 6427, 4931, 216, 10262, 468, 17622, 14122, 18356, 11101, 11154, 16595, 3884, 7708]
870	1285884000000	[1090, 3641, 10065, 16732, 8853, 14897, 15190, 13966, 10380, 6859, 10306, 7655, 6276, 8380, 5017, 1902, 12811, 2247, 18257, 14878, 18267, 13002, 11701, 9552, 16302]
356	1291158000000	[157, 14398, 249, 9475, 7636, 1530, 3614, 4677, 12027, 3184, 13844, 13663, 6532, 10230, 11962, 13877, 12403, 8049, 1247, 9290, 3554, 1269, 12976, 10384, 6873]
710	1188597600000	[3413, 311, 16737, 8014, 6300, 13309, 9707, 15159, 3981, 6097, 4387, 1681, 2753, 16660, 7832, 1860, 5942, 15784, 9394, 8864, 2133, 5914, 15720, 1072, 11717]
297	1238536800000	[5620, 10809, 2725, 1602, 10248, 5230, 11171, 3813, 1643, 7017, 15360, 4742, 11837, 9971, 9237, 3807, 9481, 8673, 1634, 15682, 3619, 17478, 10370, 12867, 6161]
215	1167606000000	[609, 16432, 6295, 3253, 3725, 6382, 11354, 5272, 13226, 2065, 8370, 2497, 5415, 18520, 2378, 7815, 16694, 9614, 1766, 5781, 17333, 12291, 4159, 15837, 16527]
1354	1162335600000	[13269, 17928, 16610, 436, 2428, 13228, 3435, 6604, 13559, 4949, 2137, 13817, 1378, 5478, 1627, 14651, 10502, 2051, 980, 16193, 8983, 3465, 15441, 12028, 16340]
248	1201820400000	[2933, 38, 9980, 8555, 9358, 2018, 11391, 1915, 6097, 4228, 10653, 5399, 3239, 17584, 11378, 8019, 18457, 8091, 12797, 12984, 585, 11753, 7180, 15846, 6657]
380	1214863200000	[1372, 2737, 6661, 1295, 6164, 11918, 7878, 20, 15920, 1627, 7275, 17801, 10305, 6698, 7287, 17823, 553, 292, 7654, 359, 5436, 15200, 4952, 14751, 17507]
1796	1254348000000	[433, 17928, 1061, 11191, 4677, 11932, 10299, 16111, 1333, 7186, 4109, 2723, 3314, 1778, 8175, 17535, 2305, 6041, 14272, 18267, 18665, 16666, 15140, 4741, 7742]
1480	1257030000000	[2265, 17110, 2478, 3875, 13810, 11093, 16002, 1997, 14455, 15633, 6578, 297, 12541, 1478, 6761, 1023, 13749, 14628, 18191, 7706, 11286, 12055, 6711, 10864, 3341]
1129	1251756000000	[1372, 6705, 6996, 6734, 14723, 4982, 15862, 16358, 10992, 14457, 10436, 18313, 17348, 4493, 11048, 248, 4668, 12947, 2481, 17945, 17720, 9644, 1839, 18106, 12046]
1788	1199142000000	[843, 4311, 11783, 10024, 14589, 3094, 7862, 7144, 2889, 11002, 16888, 2378, 13454, 6559, 9706, 14624, 7098, 8261, 4753, 7450, 59, 11023, 7286, 5501, 16151]
1537	1264978800000	[1372, 9436, 2134, 10837, 16373, 3473, 15449, 2559, 10729, 209, 5073, 1645, 17437, 2824, 1700, 3466, 6545, 10989, 6651, 15132, 15539, 5499, 15513, 1947, 10133]
1572	1264978800000	[14449, 6317, 6226, 7286, 9818, 9044, 8102, 18533, 7110, 11154, 15391, 17640, 13582, 7531, 6581, 266, 15616, 9127, 9329, 2753, 1341, 1569, 13328, 11062, 8843]
564	1157061600000	[1090, 5508, 11773, 15521, 661, 2682, 9423, 18061, 18316, 18447, 10180, 14640, 13155, 4253, 18082, 11895, 1322, 13634, 9601, 13136, 3451, 16253, 12949, 1860, 12099]
212	1238536800000	[8347, 6860, 18387, 14318, 170, 11083, 7219, 11109, 7804, 7793, 11594, 13035, 10199, 12987, 18398, 12992, 1229, 389, 3275, 2268, 17087, 4492, 6282, 6859, 400]
923	1296514800000	[9821, 8162, 4805, 16364, 18161, 17848, 5940, 12509, 6203, 4736, 7442, 4855, 2538, 14033, 17587, 16628, 10979, 5890, 13089, 524, 4916, 13842, 10630, 5882, 17293]
510	1201820400000	[481, 4918, 10924, 10545, 16707, 8138, 453, 7044, 4842, 1211, 1142, 4666, 12898, 15785, 6361, 8503, 1919, 4165, 15753, 11004, 10858, 14209, 6776, 11893, 2582]
1563	1262300400000	[16364, 6919, 2512, 7268, 3309, 6871, 10967, 7203, 1455, 11493, 9122, 3469, 6340, 2488, 3563, 13151, 14932, 11537, 5701, 15361, 1620, 8701, 13002, 18262, 13357]
41	1285884000000	[8111, 13690, 11432, 3046, 15426, 3928, 16143, 16915, 12662, 3245, 851, 15253, 5276, 99, 761, 14765, 6149, 10837, 3900, 7130, 5418, 3879, 1672, 999, 6577]
1153	1246399200000	[1246, 1217, 12738, 18721, 2151, 18073, 7703, 548, 5987, 13830, 8690, 10777, 14841, 5272, 18117, 11236, 512, 5302, 12836, 8268, 4634, 4875, 185, 7027, 8548]
1399	1209592800000	[4385, 8589, 9549, 14094, 1452, 80, 17479, 11741, 230, 6801, 3720, 10750, 17357, 9253, 17904, 10703, 9672, 3311, 17539, 16879, 8112, 3222, 8340, 3665, 409]
1477	1304933739177	[58, 9839, 12035, 3735, 7574, 13688, 17229, 1645, 4998, 7919, 5733, 11939, 14645, 12031, 9077, 3360, 657, 6798, 6161, 9673, 12103, 10140, 17167, 1915, 355]
1699	1183240800000	[351, 3299, 3558, 18135, 14787, 7903, 8880, 9419, 6545, 11432, 9969, 9343, 15890, 5434, 14075, 8172, 7152, 6301, 10883, 11884, 1758, 16002, 5272, 5302, 9195]
379	1243807200000	[257, 9795, 2462, 8467, 2608, 3205, 13062, 114, 10454, 7542, 5242, 3464, 3049, 1247, 12966, 4125, 3532, 12538, 2955, 2894, 278, 4092, 9819, 17331, 4940]
29	1304596450210	[1001, 403, 12076, 14084, 4724, 8305, 4138, 7560, 9969, 10718, 2525, 18739, 8964, 5397, 14347, 14628, 3700, 2723, 1785, 7395, 14031, 14513, 164, 18677, 10485]
132	1175378400000	[71, 10612, 15764, 4620, 1818, 2914, 9376, 8046, 88, 993, 10573, 699, 14882, 16345, 1279, 18195, 15527, 2381, 3466, 926, 2524, 418, 10598, 5772, 4763]
1315	1209592800000	[6852, 6182, 6979, 6990, 2457, 10885, 11840, 6223, 2462, 2955, 1033, 46, 8820, 8154, 18266, 14815, 6996, 16837, 5602, 4217, 791, 12987, 1620, 420, 4970]
424	1288566000000	[407, 16900, 923, 11823, 8334, 11792, 16637, 14797, 8311, 11004, 5547, 14919, 2361, 16363, 5923, 9266, 1354, 15388, 9271, 8933, 3486, 17399, 17718, 16732, 2092]
1771	1293836400000	[7866, 17992, 3596, 15163, 10697, 2512, 295, 766, 12153, 3218, 9242, 9438, 5226, 8983, 17952, 17436, 9625, 4833, 6177, 520, 14668, 12639, 8648, 8100, 3486]
599	1272664800000	[423, 12143, 18547, 7397, 10454, 3580, 918, 14666, 12134, 1055, 3732, 8796, 3247, 11802, 1057, 18525, 17712, 5824, 328, 5251, 10716, 16107, 3608, 3690, 1717]
875	1199142000000	[11303, 15213, 9433, 14752, 1666, 246, 3426, 12076, 85, 11649, 718, 2495, 11077, 10563, 17420, 1794, 17359, 11004, 2512, 1508, 16179, 3066, 1554, 1169, 179]
834	1254348000000	[481, 10563, 4630, 5737, 5992, 5517, 1222, 14310, 12639, 7730, 13678, 15662, 8112, 1590, 2378, 7899, 15529, 13332, 16628, 10810, 15780, 5975, 6495, 5871, 2239]
1830	1251756000000	[14666, 6889, 8214, 2047, 17824, 2475, 2134, 2662, 10340, 14483, 1145, 16889, 13381, 16003, 721, 13662, 11115, 10718, 6873, 3676, 7560, 4612, 16749, 11378, 13997]
756	1304607127705	[641, 11602, 739, 3928, 8976, 338, 13328, 17646, 9369, 6713, 4626, 3604, 16846, 18227, 16815, 6730, 712, 2964, 11148, 5412, 9364, 16374, 13168, 18713, 7183]
1316	1230764400000	[344, 2680, 20, 3435, 12392, 7816, 10518, 13340, 18458, 16659, 17221, 10972, 430, 13810, 5250, 3634, 9282, 841, 9213, 16946, 3635, 6317, 4271, 9860, 6774]
1537	1277935200000	[3306, 12608, 4217, 15173, 4008, 1058, 16697, 4303, 5335, 1783, 9043, 14467, 15283, 2353, 5618, 3971, 10125, 1239, 12000, 1052, 12299, 13988, 5559, 2473, 6769]
1106	1125525600000	[709, 17180, 16048, 17507, 7411, 16797, 1135, 1681, 11031, 402, 3053, 8966, 171, 7788, 4363, 2591, 18464, 10046, 9338, 12145, 3719, 16839, 7815, 2895, 15795]
106	1262300400000	[409, 6521, 5958, 15577, 17521, 1033, 7881, 5251, 6, 16797, 12733, 14957, 3729, 10893, 1313, 8302, 17795, 248, 3673, 5908, 10891, 14932, 4940, 17235, 18434]
1771	1254348000000	[889, 1562, 2639, 6228, 11039, 12691, 16324, 6659, 10309, 4068, 9582, 4621, 909, 1729, 17521, 14814, 1909, 5802, 10997, 17405, 7670, 898, 4522, 8135, 12060]
461	1235862000000	[3707, 17073, 636, 6315, 12433, 8154, 9625, 18158, 5489, 10729, 11881, 2567, 16902, 8593, 15832, 6153, 7796, 6801, 5054, 3022, 3370, 6144, 15603, 12605, 18397]
298	1283292000000	[701, 16039, 14520, 13094, 3952, 999, 2899, 12716, 15973, 7796, 15963, 17205, 8993, 13918, 9944, 15119, 11794, 11742, 17952, 4862, 18653, 15871, 9234, 2037, 15688]
319	1235862000000	[302, 9439, 7410, 13064, 7615, 5854, 7816, 4028, 13107, 294, 13543, 17399, 8675, 5020, 9212, 2187, 1163, 1070, 14157, 8380, 8154, 8250, 18444, 5540, 3489]
1116	1220220000000	[2873, 4303, 7754, 12836, 16532, 9343, 826, 17660, 15688, 7679, 18533, 3591, 11898, 9841, 13056, 11372, 8901, 7004, 1766, 18615, 3034, 8684, 17524, 972, 18233]
1134	1304613634425	[436, 18110, 3519, 5195, 426, 4237, 11995, 11796, 5716, 6175, 214, 7044, 7121, 6246, 5955, 216, 3952, 12909, 3451, 235, 10125, 15027, 9209, 12838, 17301]
1500	1262300400000	[691, 5417, 2536, 6384, 17823, 6951, 16949, 15915, 1239, 8591, 18593, 5195, 11256, 15210, 9230, 2481, 17992, 3184, 14794, 9274, 7023, 9414, 4945, 7360, 18061]
1758	1201820400000	[614, 3720, 13817, 86, 17920, 11036, 5516, 12468, 4111, 825, 6160, 1058, 5306, 5618, 7354, 16667, 5619, 18193, 15600, 8166, 6451, 8391, 1743, 5418, 1573]
1672	1293836400000	[686, 15272, 13663, 15047, 1322, 13127, 3068, 14624, 4266, 17495, 11624, 17660, 4060, 17956, 9253, 6785, 9507, 3949, 10953, 17705, 6041, 2457, 10203, 5263, 2972]
1510	1246399200000	[5908, 12939, 12362, 4297, 12642, 430, 3199, 18049, 9781, 11372, 882, 2767, 4493, 11680, 12036, 16022, 8455, 14272, 1531, 7708, 6853, 12705, 16151, 10293, 4167]
689	1217541600000	[709, 12005, 954, 1802, 949, 3608, 3987, 5966, 13607, 15660, 8224, 5346, 15426, 14853, 14463, 7851, 8027, 7925, 289, 14031, 18048, 1591, 7397, 6340, 6076]
1676	1180648800000	[2614, 13576, 9028, 7242, 292, 70, 5251, 4880, 13074, 10768, 1323, 376, 398, 3208, 9683, 3306, 3470, 5286, 2398, 3436, 9322, 10630, 6695, 3875, 16253]
573	1241128800000	[3946, 1609, 1175, 4132, 11377, 8301, 14845, 5893, 611, 11696, 894, 7903, 18213, 7706, 5801, 6888, 14919, 4972, 4603, 12956, 11109, 15636, 17712, 8190, 1052]
995	1136070000000	[82, 8195, 7662, 660, 2824, 9459, 1028, 231, 7730, 18529, 9737, 3208, 7217, 5527, 5172, 1047, 5559, 384, 13716, 7480, 3288, 13680, 14130, 4675, 9416]
1399	1212271200000	[10069, 5160, 7248, 5580, 18592, 3533, 3884, 4992, 14943, 5043, 5805, 11158, 1640, 1196, 11258, 5737, 7347, 4143, 12194, 15036, 11047, 8690, 6233, 3836, 3267]
652	1180648800000	[7211, 2747, 3086, 15752, 1988, 13451, 2940, 7539, 7663, 4327, 7287, 811, 10436, 8229, 3875, 5233, 9528, 6915, 12644, 14669, 17517, 980, 8557, 2991, 413]
1706	1277935200000	[1249, 17285, 11887, 5711, 10777, 9865, 15172, 15763, 5498, 5964, 2184, 6563, 16084, 2838, 10078, 1256, 9364, 1029, 3533, 3028, 8596, 9528, 15460, 3885, 11258]
1153	1246399200000	[2746, 4182, 10306, 3992, 2047, 5166, 14382, 6293, 17084, 13053, 16503, 4626, 10622, 2591, 2899, 3637, 14751, 6209, 6957, 1316, 11796, 12403, 3875, 1024, 10220]
703	1277935200000	[9818, 14958, 13330, 5630, 17674, 4512, 13997, 15660, 5410, 2263, 1999, 2925, 2575, 5237, 6914, 13611, 3205, 11931, 10674, 7190, 14932, 7347, 13743, 12691, 2749]
1830	1251756000000	[3694, 6791, 3648, 16497, 6221, 14453, 5329, 16248, 2253, 10160, 12599, 88, 13716, 1523, 4058, 9359, 17854, 8470, 4831, 2833, 16493, 9161, 11186, 13611, 11017]
588	1304604466391	[1241, 15586, 1029, 2792, 9319, 14194, 5620, 9913, 957, 17846, 8277, 5335, 7903, 10309, 7899, 7010, 298, 4936, 8093, 3047, 1323, 16228, 6145, 2501, 6785]
899	1204326000000	[36, 3572, 6764, 16317, 15593, 14493, 10395, 11904, 1964, 4261, 18582, 7015, 8689, 10314, 3635, 4143, 15744, 15229, 3603, 13553, 17525, 13341, 5233, 8984, 11208]
1715	1183240800000	[1098, 1887, 13984, 12055, 10807, 9028, 14560, 14973, 1562, 12160, 166, 36, 9037, 1403, 5659, 3505, 9259, 17714, 17419, 7215, 4954, 4233, 14896, 11594, 5295]
543	1217541600000	[8268, 2480, 922, 2072, 9577, 292, 7268, 11089, 16302, 11330, 4324, 14254, 5043, 16611, 13663, 1943, 17239, 13289, 12703, 788, 5159, 16427, 14652, 14075, 3249]
708	1275343200000	[203, 9436, 2427, 6671, 5683, 198, 4148, 17229, 899, 6423, 13872, 10358, 2606, 617, 10720, 4691, 728, 14217, 3492, 7654, 9353, 9460, 4430, 17301, 5824]
206	1193871600000	[5894, 11616, 2887, 13168, 16364, 12297, 14194, 6010, 14467, 1796, 17948, 10149, 16708, 2602, 2383, 9983, 912, 15920, 3382, 325, 15663, 5456, 14204, 7273, 345]
567	1249077600000	[289, 9527, 17620, 15294, 10650, 16021, 2858, 8225, 13266, 6549, 3706, 7186, 13993, 17253, 9418, 7681, 11950, 15200, 18257, 12966, 6951, 18454, 1894, 13164, 17525]
1167	1230764400000	[292, 3467, 1892, 9271, 2118, 18481, 1162, 13698, 5109, 15894, 3586, 10572, 9796, 1796, 18618, 11728, 15237, 4901, 15876, 17420, 17399, 4131, 5219, 14692, 6947]
1500	1267398000000	[464, 18591, 15648, 12691, 6552, 17196, 8932, 10758, 7946, 9904, 1640, 196, 6509, 1725, 3446, 7476, 3612, 12336, 12820, 3506, 3948, 3519, 14493, 18490, 14879]
1711	1298934000000	[701, 2039, 4035, 8340, 687, 7956, 233, 10653, 2582, 5733, 1038, 3302, 8671, 5316, 12041, 2629, 12443, 407, 17132, 7960, 10656, 2478, 12365, 1072, 3949]
68	1233442800000	[944, 12164, 7787, 3171, 5987, 7221, 12292, 3267, 4165, 5940, 6153, 16665, 1019, 18235, 4044, 949, 6121, 15717, 1640, 16639, 7350, 18566, 1827, 14676, 2381]
1432	1146434400000	[966, 12375, 5247, 4736, 18012, 4512, 2386, 4860, 8297, 929, 12244, 1638, 3882, 4905, 3706, 1193, 9825, 8404, 10171, 11995, 15659, 1724, 5718, 14980, 9410]
1562	1207000800000	[8195, 15201, 3113, 12838, 80, 2834, 16927, 8743, 4109, 9737, 16440, 2151, 6763, 16502, 15362, 13523, 3845, 16368, 10858, 13700, 16787, 14315, 12214, 17196, 1373]
1295	1254348000000	[8140, 10174, 1499, 7681, 10642, 9860, 14852, 13328, 6880, 8234, 5346, 9754, 8763, 10612, 6384, 6265, 4669, 17928, 4572, 839, 3341, 14125, 12976, 2356, 14200]
1377	1264978800000	[229, 13994, 2139, 6685, 12083, 4135, 11611, 13541, 14631, 18459, 10476, 9366, 2265, 11100, 6098, 6312, 1381, 4448, 18397, 8164, 10119, 426, 655, 17674, 2845]
1546	1172703600000	[203, 11833, 2969, 3571, 15889, 6939, 8307, 1654, 9336, 3473, 4827, 15675, 4257, 3328, 3451, 17211, 15094, 10598, 10186, 5263, 5936, 1256, 11109, 658, 17133]
1296	1180648800000	[14529, 14802, 15566, 4552, 2939, 6293, 605, 11878, 8404, 3551, 2511, 1023, 13183, 13312, 14481, 1513, 79, 10107, 9982, 10746, 645, 4303, 12747, 9893, 15780]
645	1238536800000	[3071, 3530, 9595, 11187, 15720, 1509, 1478, 4168, 1533, 14739, 5526, 11002, 4596, 8192, 17598, 1946, 657, 16255, 7128, 16707, 17111, 1995, 6246, 6145, 6750]
923	1288566000000	[3459, 5527, 8301, 16879, 10580, 17134, 13760, 8192, 15587, 17565, 345, 15132, 12541, 11794, 2092, 16352, 2658, 13246, 9595, 3208, 10405, 11126, 4056, 6671, 15085]
765	1159653600000	[1145, 5180, 6967, 532, 2160, 14650, 8936, 5038, 7650, 8946, 13530, 4109, 9807, 11678, 9032, 11558, 8470, 2083, 3001, 369, 4216, 3810, 9212, 13010, 1070]
1167	1217541600000	[1590, 15871, 9601, 9324, 16697, 17978, 15119, 3874, 702, 4414, 18447, 7615, 17344, 6472, 2373, 2242, 851, 17087, 6120, 4395, 7899, 4894, 8391, 7833, 17399]
1617	1249077600000	[607, 2633, 10719, 57, 4290, 16340, 2495, 1910, 11031, 8922, 1524, 9796, 7562, 6949, 8066, 2708, 12947, 1134, 9197, 12626, 5105, 4029, 7022, 7049, 1630]
689	1220220000000	[436, 4199, 10592, 7144, 1162, 14134, 11939, 7725, 661, 17478, 13663, 2022, 8804, 7349, 10372, 6397, 6774, 1820, 16021, 5866, 241, 4237, 1609, 1559, 14467]
1048	1267398000000	[1104, 3294, 11913, 13184, 12002, 897, 3000, 11139, 7427, 6070, 2710, 16466, 6451, 9048, 12661, 15803, 17604, 16374, 1906, 15164, 12035, 1963, 15406, 4081, 12966]
248	1304599687724	[384, 3560, 4417, 3765, 2397, 17562, 1652, 2622, 12164, 10761, 4626, 4959, 15194, 5896, 13107, 106, 8261, 4379, 4327, 3615, 10626, 9465, 8288, 11405, 18629]
319	1235862000000	[3739, 17295, 13357, 3770, 8673, 14973, 9329, 7373, 7404, 7075, 18714, 11674, 5602, 12279, 16193, 10744, 486, 16746, 18038, 2157, 5684, 10222, 11181, 5867, 3706]
652	1180648800000	[4109, 4056, 12104, 5074, 11041, 6951, 12289, 57, 3533, 6906, 11985, 386, 11958, 174, 16563, 5500, 14638, 12143, 4021, 1461, 7248, 4095, 3415, 466, 11825]
