New Run at  02/01/2016 09:14:23
, Time, RandomReward; CFUCBReward; 
data,1283292000000,31;12797;39
data,1243807200000,31;12013;39
data,1254348000000,31;8274;39
data,1262300400000,31;10473;39
data,1270072800000,32;605;39
data,1238536800000,32;3213;39
data,1217541600000,33;4172;39
data,1293836400000,33;16139;39
data,1201820400000,33;7452;39
data,1296514800000,33;7051;39
data,1293836400000,33;438;39
data,1267398000000,33;11032;39
data,1249077600000,33;185;39
data,1199142000000,33;4834;39
data,1304672928318,33;17484;39
data,1225494000000,33;13710;39
data,1235862000000,33;17601;39
data,1254348000000,33;13372;39
data,1249077600000,33;774;40
data,1204326000000,33;1416;40
data,1209592800000,33;534;41
data,1164927600000,33;14286;41
data,1225494000000,33;3112;41
data,1228086000000,33;1079;41
data,1207000800000,33;15448;41
data,1285884000000,33;3721;41
data,1259622000000,33;9666;41
data,1238536800000,33;4226;41
data,1209592800000,33;18503;41
data,1249077600000,33;936;41
data,1183240800000,33;18434;41
data,1214863200000,33;1651;41
data,1288566000000,33;2552;41
data,1204326000000,33;1745;42
data,1293836400000,33;6299;42
data,1296514800000,33;14476;42
data,1235862000000,33;13645;42
data,1188597600000,33;3717;42
data,1164927600000,33;2641;42
data,1288566000000,33;3324;43
data,1280613600000,33;4502;43
data,1209592800000,33;755;43
data,1283292000000,33;180;44
data,1222812000000,33;3587;44
data,1251756000000,33;16394;44
data,1257030000000,33;4510;44
data,1254348000000,34;11019;44
data,1220220000000,34;2548;44
data,1304596445832,34;1001;45
data,1230764400000,34;2949;45
data,1188597600000,34;3414;45
data,1172703600000,34;9261;45
data,1275343200000,34;7789;45
data,1304598511073,34;1348;45
data,1264978800000,34;2905;45
data,1259622000000,34;11532;45
data,1251756000000,34;6042;45
data,1233442800000,34;17054;45
data,1122847200000,34;6253;45
data,1225494000000,34;1031;46
data,1288566000000,34;1885;46
data,1272664800000,34;2085;46
data,1204326000000,34;5780;46
data,1238536800000,34;14876;46
data,1280613600000,34;16272;46
data,1296514800000,34;580;46
data,1296514800000,34;16616;46
data,1257030000000,34;6347;46
data,1228086000000,34;6528;46
data,1238536800000,34;7695;46
data,1225494000000,34;10491;47
data,1172703600000,34;5099;47
data,1246399200000,34;184;48
data,1175378400000,34;283;48
data,1185919200000,34;824;48
data,1277935200000,34;3533;48
data,1217541600000,34;1949;48
data,1204326000000,34;5325;48
data,1214863200000,34;498;49
data,1277935200000,34;79;49
data,1298934000000,34;5499;49
data,1230764400000,34;7279;49
data,1183240800000,34;18532;49
data,1283292000000,34;1424;50
data,1222812000000,34;1729;50
data,1201820400000,34;6616;50
data,1291158000000,34;10784;50
data,1228086000000,34;15327;50
data,1199142000000,34;3169;51
data,1167606000000,34;12928;51
data,1243807200000,34;4836;51
data,1259622000000,34;13231;51
data,1277935200000,34;2959;51
data,1230764400000,34;8498;51
data,1257030000000,34;15998;51
data,1296514800000,34;2545;52
data,1291158000000,34;11562;52
data,1157061600000,34;4419;52
data,1167606000000,34;7760;52
data,1235862000000,34;12023;52
data,1249077600000,34;16464;52
data,1251756000000,34;212;53
data,1241128800000,34;8648;53
data,1217541600000,34;5175;53
data,1272664800000,34;14079;53
data,1262300400000,34;13506;53
data,1238536800000,34;15717;53
data,1209592800000,34;15839;53
data,1207000800000,34;17907;53
data,1214863200000,34;6736;53
data,1235862000000,35;10657;53
data,1175378400000,35;4524;53
data,1193871600000,35;3349;53
data,1280613600000,35;10693;53
data,1257030000000,35;9568;53
data,1228086000000,35;7086;53
data,1241128800000,35;531;53
data,1175378400000,35;495;53
data,1214863200000,35;12055;53
data,1288566000000,35;6888;53
data,1291158000000,35;2625;53
data,1164927600000,35;5688;53
data,1293836400000,35;618;54
data,1233442800000,35;5917;54
data,1159653600000,35;16134;54
data,1243807200000,35;971;54
data,1304614203273,35;13156;54
data,1293836400000,35;181;54
data,1264978800000,35;12776;54
data,1262300400000,36;2466;54
data,1136070000000,36;14924;54
data,1251756000000,36;310;54
data,1141167600000,36;14931;54
data,1199142000000,36;3100;54
data,1241128800000,36;2003;54
data,1304934708178,36;8497;54
data,1283292000000,36;3244;54
data,1243807200000,36;10302;54
data,1259622000000,36;2436;54
data,1259622000000,36;17970;54
data,1204326000000,36;1249;55
data,1188597600000,36;3451;56
data,1254348000000,36;4346;56
data,1298934000000,37;9126;56
data,1191189600000,37;13529;56
data,1246399200000,37;15045;57
data,1180648800000,37;4446;57
data,1288566000000,37;8867;57
data,1288566000000,37;2346;58
data,1191189600000,37;2576;58
data,1257030000000,37;13719;58
data,1259622000000,37;8301;58
data,1204326000000,37;4375;58
data,1249077600000,37;11886;58
data,1212271200000,37;8626;58
data,1220220000000,37;625;58
data,1272664800000,37;14398;59
data,1180648800000,37;5649;59
data,1209592800000,37;511;59
data,1193871600000,37;17044;59
data,1291158000000,37;4025;59
data,1267398000000,37;8951;59
data,1172703600000,37;8014;59
data,1257030000000,37;14323;59
data,1207000800000,37;17289;59
data,1220220000000,37;1772;59
data,1188597600000,37;5784;59
data,1233442800000,37;8051;59
data,1243807200000,37;4837;59
data,1172703600000,37;4493;59
data,1233442800000,37;6806;59
data,1233442800000,37;14260;59
data,1188597600000,37;6133;59
data,1138748400000,37;1201;59
data,1275343200000,37;10658;59
data,1177970400000,37;17372;59
data,1296514800000,37;2128;59
data,1188597600000,37;12661;59
data,1214863200000,37;4717;59
data,1212271200000,37;16411;59
data,1262300400000,37;5319;59
data,1185919200000,37;16197;59
data,1149112800000,37;11998;59
data,1291158000000,38;15537;59
data,1188597600000,38;581;59
data,1191189600000,38;1340;59
data,1272664800000,38;16401;59
data,1249077600000,38;5898;59
data,1267398000000,38;2938;59
data,1204326000000,38;5011;59
data,1222812000000,38;10170;59
data,1228086000000,38;2682;59
data,1238536800000,38;9775;59
data,1283292000000,38;8691;59
data,1201820400000,38;1492;59
data,1185919200000,38;16176;59
data,1217541600000,38;9141;59
data,1254348000000,38;4278;59
data,1272664800000,38;17786;59
data,1254348000000,38;3074;59
data,1304675842432,38;3574;59
data,1241128800000,38;10876;59
data,1209592800000,38;16973;59
data,1175378400000,38;12794;60
data,1162335600000,38;17175;60
data,1230764400000,38;11579;60
data,1259622000000,38;2204;60
data,1296514800000,38;15;61
data,1207000800000,38;6544;61
data,1270072800000,38;11232;61
data,1304689024844,38;18400;61
data,1293836400000,38;12288;61
data,1214863200000,38;827;61
data,1122847200000,38;8057;61
data,1280613600000,38;9338;61
data,1162335600000,38;16249;61
data,1188597600000,38;9902;61
data,1220220000000,38;5297;61
data,1201820400000,38;4704;61
data,1191189600000,38;8110;61
data,1220220000000,38;9082;61
data,1270072800000,38;891;61
data,1285884000000,38;8930;61
data,1235862000000,38;10775;61
data,1267398000000,38;5152;61
data,1272664800000,38;16661;61
data,1275343200000,38;12180;61
data,1241128800000,38;16406;61
data,1293836400000,39;7012;61
data,1293836400000,40;16212;61
data,1225494000000,40;1810;62
data,1304689050216,40;603;62
data,1207000800000,40;6284;62
data,1228086000000,40;6006;62
data,1185919200000,40;707;62
data,1259622000000,40;1814;62
data,1212271200000,40;13507;62
data,1220220000000,40;16749;62
data,1209592800000,40;14133;62
data,1209592800000,40;14822;62
data,1212271200000,40;3901;62
data,1264978800000,40;7470;62
data,1283292000000,40;17760;62
data,1275343200000,40;754;62
data,1220220000000,40;2370;62
data,1185919200000,40;17113;62
data,1209592800000,40;2901;62
data,1285884000000,40;9847;62
data,1246399200000,40;14898;62
data,1283292000000,40;2004;62
data,1267398000000,40;12989;63
data,1267398000000,40;188;63
data,1238536800000,40;9796;63
data,1212271200000,40;3205;63
data,1214863200000,40;72;64
data,1177970400000,40;2540;64
data,1267398000000,40;14144;64
data,1277935200000,40;1632;64
data,1264978800000,40;3886;64
data,1204326000000,40;13742;64
data,1277935200000,40;6016;64
data,1175378400000,40;8689;64
data,1257030000000,40;10981;64
data,1228086000000,40;2500;64
data,1254348000000,40;15999;64
data,1270072800000,40;8830;64
data,1304934679286,40;10249;64
data,1251756000000,40;99;64
data,1298934000000,40;6164;64
data,1257030000000,40;7023;64
data,1225494000000,40;16205;64
data,1291158000000,40;12788;64
data,1157061600000,40;11852;64
data,1275343200000,40;11265;64
data,1257030000000,40;1078;64
data,1196463600000,41;6646;64
data,1193871600000,41;17635;64
data,1214863200000,41;3585;64
data,1280613600000,41;5363;64
data,1241128800000,41;17945;64
data,1220220000000,41;17382;64
data,1288566000000,41;9226;64
data,1220220000000,41;2574;64
data,1159653600000,41;15182;64
data,1209592800000,41;3075;64
data,1243807200000,41;6542;64
data,1267398000000,41;5782;64
data,1298934000000,41;18530;64
data,1254348000000,41;10825;64
data,1251756000000,41;1104;65
data,1201820400000,41;75;65
data,1222812000000,41;17604;65
data,1280613600000,41;16368;65
data,1183240800000,41;7056;65
data,1283292000000,41;1185;65
data,1270072800000,41;1388;65
data,1267398000000,41;16052;65
data,1217541600000,41;205;66
data,1291158000000,41;989;66
data,1193871600000,41;5926;67
data,1267398000000,41;901;67
data,1285884000000,41;10468;67
data,1230764400000,41;8323;67
data,1196463600000,41;1865;67
data,1154383200000,42;12973;67
data,1254348000000,42;8790;67
data,1154383200000,42;6198;67
data,1193871600000,42;4003;67
data,1249077600000,42;14238;67
data,1230764400000,42;634;67
data,1288566000000,42;15158;67
data,1272664800000,43;1717;67
data,1235862000000,43;12134;67
data,1204326000000,43;17327;67
data,1298934000000,43;1546;67
data,1164927600000,43;13956;67
data,1207000800000,43;9811;67
data,1217541600000,43;16481;67
data,1212271200000,43;6302;67
data,1275343200000,43;5558;67
data,1193871600000,43;3522;67
data,1296514800000,43;7707;67
data,1254348000000,43;12742;67
data,1262300400000,43;13548;67
data,1285884000000,43;3461;67
data,1238536800000,43;5253;67
data,1304935803967,43;12199;67
data,1288566000000,43;698;67
data,1207000800000,43;1043;68
data,1233442800000,43;7179;68
data,1214863200000,43;8295;68
data,1191189600000,43;2347;68
data,1243807200000,43;18182;68
data,1122847200000,43;6553;68
data,1257030000000,43;8513;68
data,1199142000000,43;2172;68
data,1228086000000,43;2013;68
data,1214863200000,43;5172;68
data,1212271200000,43;2848;68
data,1251756000000,43;11243;68
data,1212271200000,43;4089;68
data,1235862000000,43;14261;68
data,1272664800000,43;14324;68
data,1196463600000,43;966;68
data,1249077600000,43;6038;68
data,1285884000000,43;4439;68
data,1275343200000,43;423;68
data,1249077600000,43;5335;68
data,1228086000000,43;4623;68
data,1272664800000,43;5628;68
data,1230764400000,43;3160;68
data,1280613600000,43;3075;68
data,1267398000000,43;23;68
data,1185919200000,43;930;68
data,1270072800000,43;7386;68
data,1164927600000,43;3781;68
data,1296514800000,43;7411;68
data,1280613600000,43;13341;68
data,1298934000000,43;9513;68
data,1157061600000,43;11770;68
data,1241128800000,43;977;68
data,1280613600000,43;4530;68
data,1188597600000,43;14796;68
data,1288566000000,43;16453;68
data,1249077600000,43;15049;68
data,1270072800000,43;2594;68
data,1254348000000,43;3708;68
data,1233442800000,43;187;69
data,1264978800000,43;1277;69
data,1235862000000,43;17960;69
data,1254348000000,43;11283;69
data,1125525600000,43;3823;69
data,1207000800000,43;265;69
data,1249077600000,43;1412;70
data,1272664800000,43;6581;70
data,1130799600000,43;5711;70
data,1264978800000,43;632;70
data,1230764400000,43;1669;70
data,1164927600000,43;612;70
data,1246399200000,43;3042;70
data,1285884000000,43;13988;70
data,1230764400000,43;6811;70
data,1167606000000,43;4880;70
data,1296514800000,43;12325;70
data,1254348000000,43;5309;70
data,1180648800000,43;1530;70
data,1283292000000,43;5549;70
data,1298934000000,43;10859;70
data,1201820400000,43;9105;70
data,1285884000000,44;13661;70
data,1230764400000,44;3915;70
data,1291158000000,44;1083;71
data,1222812000000,44;15663;71
data,1277935200000,44;8633;71
data,1128117600000,44;4844;71
data,1275343200000,44;7780;71
data,1262300400000,44;3334;71
data,1225494000000,44;1951;71
data,1201820400000,44;6370;71
data,1259622000000,44;3603;71
data,1225494000000,44;6143;71
data,1167606000000,44;12212;71
data,1196463600000,44;2941;71
data,1235862000000,44;8150;71
data,1241128800000,44;15403;71
data,1225494000000,44;3540;71
data,1204326000000,44;1346;71
data,1293836400000,44;420;71
data,1272664800000,44;14629;71
data,1170284400000,44;17432;71
data,1214863200000,44;1187;71
data,1270072800000,44;13967;71
data,1233442800000,44;13609;71
data,1296514800000,44;3289;71
data,1230764400000,45;2437;71
data,1304607124664,45;3369;71
data,1241128800000,45;13078;71
data,1264978800000,45;4548;71
data,1275343200000,45;883;71
data,1259622000000,45;17084;71
data,1277935200000,45;969;71
data,1304614357701,45;10891;71
data,1136070000000,45;16148;71
data,1304603614713,45;4847;71
data,1175378400000,45;2983;71
data,1270072800000,45;7378;71
data,1172703600000,45;179;71
data,1214863200000,45;1809;71
data,1251756000000,45;1415;71
data,1122847200000,45;8468;71
data,1235862000000,45;16183;71
data,1243807200000,46;1211;71
data,1214863200000,46;5117;71
data,1222812000000,46;951;72
data,1280613600000,46;17065;72
data,1167606000000,46;12221;72
data,1280613600000,46;8164;72
data,1275343200000,46;17743;72
data,1277935200000,46;6986;72
data,1241128800000,46;16113;72
data,1222812000000,46;16855;72
data,1243807200000,46;13638;72
data,1257030000000,46;17521;72
data,1259622000000,47;15272;72
data,1193871600000,47;7708;72
data,1177970400000,47;6388;72
data,1177970400000,47;11668;72
data,1185919200000,47;3752;72
data,1277935200000,47;4469;72
data,1251756000000,47;7648;72
data,1254348000000,47;13394;72
data,1180648800000,47;16447;72
data,1257030000000,47;11726;72
data,1220220000000,47;2006;72
data,1283292000000,47;9742;72
data,1146434400000,47;4115;72
data,1238536800000,47;11486;72
data,1235862000000,47;9089;72
data,1267398000000,47;165;72
data,1296514800000,47;15974;72
data,1222812000000,47;2732;72
data,1293836400000,47;488;72
data,1238536800000,47;11220;72
data,1238536800000,47;8178;72
data,1222812000000,47;421;72
data,1170284400000,47;3446;72
data,1241128800000,47;1868;72
data,1207000800000,47;6012;72
data,1270072800000,47;422;72
data,1196463600000,47;9063;72
data,1201820400000,47;8695;72
data,1212271200000,47;16422;72
data,1233442800000,47;3718;72
data,1225494000000,47;17577;72
data,1288566000000,47;15477;72
data,1241128800000,47;919;72
data,1172703600000,47;7104;72
data,1304705511702,47;1835;72
data,1249077600000,47;1985;72
data,1230764400000,47;3308;72
data,1220220000000,47;5681;72
data,1267398000000,47;4087;72
data,1249077600000,47;1489;72
data,1291158000000,47;8349;72
data,1167606000000,47;17965;72
data,1304705503471,47;439;72
data,1222812000000,47;3369;72
data,1214863200000,47;15675;72
data,1249077600000,47;16055;72
data,1238536800000,47;1240;72
data,1191189600000,47;2435;72
data,1270072800000,47;5441;72
data,1272664800000,47;4508;72
data,1172703600000,47;17053;72
data,1230764400000,47;2019;72
data,1235862000000,47;4565;72
data,1220220000000,47;11405;72
data,1249077600000,47;8264;72
data,1172703600000,47;16536;72
data,1264978800000,47;3354;72
data,1280613600000,47;2591;72
data,1225494000000,47;3735;72
data,1270072800000,47;13935;72
data,1288566000000,47;6903;72
data,1164927600000,47;258;72
data,1262300400000,47;16846;72
data,1277935200000,47;10557;72
data,1293836400000,47;7832;72
data,1207000800000,47;16505;72
data,1217541600000,47;5366;72
data,1220220000000,47;7370;72
data,1275343200000,47;12636;72
data,1183240800000,47;16699;72
data,1214863200000,47;14560;72
data,1162335600000,47;6046;72
data,1293836400000,47;2979;72
data,1230764400000,47;10897;72
data,1262300400000,47;2189;72
data,1214863200000,47;82;73
data,1207000800000,47;15107;73
data,1275343200000,47;14204;73
data,1154383200000,47;11113;73
data,1277935200000,47;5042;73
data,1249077600000,47;5148;73
data,1196463600000,47;2869;73
data,1243807200000,47;11122;73
data,1270072800000,47;12633;73
data,1228086000000,47;1608;73
data,1196463600000,47;3296;73
data,1193871600000,47;17399;73
data,1209592800000,48;3000;73
data,1251756000000,48;11905;73
data,1293836400000,48;6781;73
data,1270072800000,48;3247;73
data,1225494000000,48;5233;73
data,1277935200000,49;16142;73
data,1270072800000,49;18082;73
data,1175378400000,49;17174;73
data,1267398000000,49;7803;73
data,1204326000000,49;10220;73
data,1257030000000,49;6365;73
data,1246399200000,50;173;73
data,1275343200000,50;5621;73
data,1183240800000,50;1213;74
data,1191189600000,50;14954;74
data,1277935200000,50;9810;74
data,1196463600000,50;1398;75
data,1222812000000,50;1083;75
data,1259622000000,50;17598;75
data,1183240800000,50;2384;75
data,1241128800000,50;7194;75
data,1167606000000,50;6944;75
data,1217541600000,50;809;75
data,1272664800000,50;11481;75
data,1251756000000,50;6342;75
data,1225494000000,50;4230;75
data,1293836400000,50;16732;75
data,1272664800000,50;9087;75
data,1270072800000,50;16363;75
data,1199142000000,50;3480;75
data,1133391600000,50;12385;75
data,1254348000000,50;7912;75
data,1304935910246,50;17699;75
data,1191189600000,50;3863;75
data,1167606000000,50;9980;75
data,1293836400000,50;12620;75
data,1291158000000,50;3396;75
data,1225494000000,50;3914;75
data,1272664800000,50;17284;75
data,1251756000000,50;491;76
data,1222812000000,50;10283;76
data,1246399200000,50;8504;76
data,1291158000000,50;14011;76
data,1288566000000,50;391;76
data,1230764400000,50;11885;76
data,1267398000000,50;7052;76
data,1277935200000,50;16852;76
data,1280613600000,50;7263;76
data,1238536800000,50;226;77
data,1241128800000,50;6009;77
data,1280613600000,50;10604;77
data,1257030000000,50;1016;77
data,1277935200000,50;18318;77
data,1254348000000,50;2742;77
data,1288566000000,50;3360;77
data,1262300400000,50;2712;77
data,1272664800000,50;6377;77
data,1277935200000,50;1425;77
data,1225494000000,50;3292;77
data,1185919200000,50;10812;77
data,1164927600000,50;12218;77
data,1257030000000,50;2468;77
data,1259622000000,50;18553;77
data,1293836400000,50;17979;77
data,1277935200000,50;5053;77
data,1230764400000,50;424;77
data,1220220000000,50;18712;77
data,1267398000000,50;9905;77
data,1220220000000,50;11018;77
data,1228086000000,50;1700;77
data,1291158000000,50;9533;77
data,1304698341541,50;1883;77
data,1164927600000,50;8435;77
data,1204326000000,50;16902;77
data,1298934000000,51;271;77
data,1225494000000,51;8779;77
data,1283292000000,51;4326;77
data,1270072800000,51;11514;77
data,1264978800000,51;4342;77
data,1222812000000,51;4130;77
data,1207000800000,51;1090;77
data,1291158000000,51;7074;77
data,1233442800000,51;15548;77
data,1238536800000,51;2586;77
data,1267398000000,51;16028;77
data,1196463600000,51;6659;77
data,1277935200000,51;1547;78
data,1285884000000,51;6472;78
data,1259622000000,51;2668;78
data,1141167600000,52;3629;78
data,1251756000000,52;1696;78
data,1267398000000,52;6126;78
data,1149112800000,52;11042;78
data,1217541600000,52;874;79
data,1175378400000,52;13211;80
data,1238536800000,52;10478;80
data,1304596467476,52;8254;80
data,1254348000000,52;11130;80
data,1222812000000,52;8195;80
data,1220220000000,52;5637;80
data,1151704800000,52;12202;80
data,1283292000000,52;4290;80
data,1196463600000,52;16194;80
data,1291158000000,52;10766;80
data,1249077600000,52;16222;80
data,1175378400000,52;5416;80
data,1251756000000,52;610;80
data,1214863200000,52;15729;80
data,1241128800000,52;5222;80
data,1159653600000,52;6446;80
data,1304596432786,52;1079;81
data,1222812000000,52;13944;81
data,1225494000000,52;12006;81
data,1201820400000,52;13320;81
data,1296514800000,52;15326;81
data,1222812000000,52;8528;81
data,1191189600000,52;18543;81
data,1164927600000,52;4165;81
data,1267398000000,52;6639;81
data,1217541600000,52;204;81
data,1270072800000,52;1017;81
data,1264978800000,52;2264;81
data,1180648800000,52;7123;81
data,1264978800000,52;2552;81
data,1249077600000,52;11923;81
data,1283292000000,52;15325;81
data,1285884000000,52;6810;81
data,1291158000000,52;15347;81
data,1283292000000,52;16977;81
data,1162335600000,52;3985;81
data,1257030000000,53;9814;81
data,1264978800000,53;475;81
data,1188597600000,53;3600;81
data,1204326000000,53;4325;81
data,1264978800000,53;11238;81
data,1230764400000,53;2644;81
data,1257030000000,53;9970;81
data,1293836400000,53;8642;81
data,1283292000000,53;4668;81
data,1175378400000,53;13838;81
data,1193871600000,53;4189;81
data,1212271200000,53;6276;81
data,1291158000000,53;1772;81
data,1230764400000,53;2131;81
data,1238536800000,53;9505;81
data,1262300400000,53;13962;81
data,1130799600000,53;1253;81
data,1304935903419,53;4387;81
data,1154383200000,53;3730;81
data,1235862000000,53;7891;81
data,1201820400000,54;7275;81
data,1183240800000,54;15310;81
data,1277935200000,54;376;81
data,1243807200000,54;13809;81
data,1270072800000,54;6568;81
data,1212271200000,54;16678;81
data,1230764400000,54;6792;81
data,1259622000000,54;4360;81
data,1293836400000,54;3068;81
data,1272664800000,54;16691;81
data,1272664800000,54;114;81
data,1259622000000,54;1046;81
data,1235862000000,54;11778;81
data,1207000800000,54;2894;81
data,1225494000000,54;13047;81
data,1259622000000,54;16540;81
data,1230764400000,55;9777;81
data,1280613600000,55;3468;81
data,1249077600000,55;12485;81
data,1164927600000,55;99;81
data,1233442800000,55;9667;81
data,1270072800000,55;18209;81
data,1183240800000,55;13414;81
data,1280613600000,55;6640;81
data,1183240800000,55;451;81
data,1170284400000,55;1203;81
data,1214863200000,55;14147;81
data,1264978800000,55;1145;81
data,1272664800000,55;16394;81
data,1238536800000,55;12126;81
data,1201820400000,55;9125;81
data,1191189600000,55;16345;81
data,1233442800000,55;12325;81
data,1233442800000,55;3738;81
data,1254348000000,55;8123;81
data,1238536800000,55;13982;81
data,1272664800000,55;10413;81
data,1212271200000,55;1378;81
data,1207000800000,55;7685;81
data,1154383200000,55;12705;81
data,1164927600000,55;18179;81
data,1172703600000,56;18629;81
data,1204326000000,56;15502;81
data,1214863200000,56;1462;81
data,1180648800000,56;3088;81
data,1162335600000,56;11919;81
data,1238536800000,56;11875;81
data,1225494000000,56;14803;81
data,1193871600000,56;1183;81
data,1222812000000,56;18296;81
data,1141167600000,56;3057;81
data,1191189600000,56;9290;81
data,1280613600000,56;15365;81
data,1262300400000,56;1531;81
data,1304700079070,56;12121;81
data,1272664800000,56;15375;81
data,1296514800000,57;1060;82
data,1288566000000,57;5265;82
data,1228086000000,57;10523;82
data,1270072800000,58;1684;82
data,1212271200000,58;14807;82
data,1280613600000,58;661;83
data,1251756000000,58;5016;83
data,1283292000000,58;16112;83
data,1201820400000,58;18120;83
data,1225494000000,58;18060;83
data,1220220000000,58;14366;83
data,1270072800000,58;344;84
data,1267398000000,58;713;84
data,1212271200000,58;10498;84
data,1293836400000,59;4032;85
data,1183240800000,59;1515;85
data,1272664800000,59;2481;85
data,1122847200000,60;4868;85
data,1235862000000,60;11222;85
data,1199142000000,60;2750;85
data,1270072800000,60;5790;85
data,1207000800000,61;206;85
data,1243807200000,61;191;85
data,1293836400000,61;8730;85
data,1272664800000,61;8152;85
data,1212271200000,61;4247;85
data,1264978800000,61;10035;85
data,1214863200000,61;2614;85
data,1162335600000,61;13709;85
data,1285884000000,61;547;85
data,1209592800000,61;10252;85
data,1183240800000,61;5791;85
data,1298934000000,61;63;85
data,1270072800000,61;14848;85
data,1243807200000,61;6081;85
data,1267398000000,61;15610;85
data,1243807200000,61;7533;85
data,1254348000000,62;15591;85
data,1225494000000,62;965;85
data,1296514800000,62;15354;85
data,1257030000000,62;11445;85
data,1288566000000,62;4093;85
data,1280613600000,62;10897;85
data,1283292000000,62;6048;85
data,1238536800000,62;176;85
data,1304598602289,62;10828;85
